127.0.0.1 - - [29/Nov/2020:17:26:26 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [29/Nov/2020:17:59:58 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=111?irum=guten HTTP/1.1" 200 3034
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:00:00 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=111?irum=guten HTTP/1.1" 200 3034
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:00:07 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=2015?irum=lee HTTP/1.1" 200 3032
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:00:11 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=123?irum=messi HTTP/1.1" 200 3034
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:00:21 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5626
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:00:22 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=77&irum=park HTTP/1.1" 200 3010
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:08:22 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=3001&irum=ronaldo HTTP/1.1" 200 3023
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:08:27 +0900] "GET /springSungjuk/sungjukProcess.me HTTP/1.1" 200 2748
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:10:44 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=123&irum=messi HTTP/1.1" 200 2996
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:10:58 +0900] "GET /springSungjuk/sungjukProcess.me?hakbun=123&kor=67&eng=99&math=67 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:10:58 +0900] "GET /springSungjuk/admin_menu HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:11:30 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=300&irum=ronaldo HTTP/1.1" 200 2998
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:11:41 +0900] "GET /springSungjuk/sungjukProcess.me?hakbun=300&kor=85&eng=100&math=34 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:11:41 +0900] "GET /springSungjuk/admin_menu HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:12:38 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=2015&irum=lee HTTP/1.1" 200 2996
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:12:45 +0900] "GET /springSungjuk/sungjukProcess.me?hakbun=2015&kor=100&eng=100&math=100 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:12:45 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5626
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:13:56 +0900] "GET /springSungjuk/adminSelect.me?hakbun=2015&irum=lee HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:16:45 +0900] "GET /springSungjuk/adminSelect.me?hakbun=3001&irum=ronaldo HTTP/1.1" 500 4649
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:16:54 +0900] "GET /springSungjuk/adminSelect.me?hakbun=2015&irum=lee HTTP/1.1" 200 3027
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:16:58 +0900] "GET /springSungjuk/adminSelect.me?hakbun=123&irum=messi HTTP/1.1" 200 3039
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:17:03 +0900] "GET /springSungjuk/adminSelect.me?hakbun=300&irum=ronaldo HTTP/1.1" 200 3031
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:17:05 +0900] "GET /springSungjuk/adminSelect.me?hakbun=3001&irum=ronaldo HTTP/1.1" 500 4649
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:22:52 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=77&irum=park HTTP/1.1" 200 2993
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:22:56 +0900] "GET /springSungjuk/adminSelect.me?hakbun=3001&irum=ronaldo HTTP/1.1" 200 2682
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:22:58 +0900] "GET /springSungjuk/adminSelect.me?hakbun=300&irum=ronaldo HTTP/1.1" 200 2999
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:23:01 +0900] "GET /springSungjuk/adminSelect.me?hakbun=2015&irum=lee HTTP/1.1" 200 3000
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:23:19 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=111&irum=guten HTTP/1.1" 200 2996
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:23:58 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5553
0:0:0:0:0:0:0:1 - - [29/Nov/2020:18:24:13 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5053
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:16:37 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 6154
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:16:56 +0900] "GET /springSungjuk/adminDelete.me HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:16:56 +0900] "GET /springSungjuk/admin_menu HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:19:43 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 6361
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:19:56 +0900] "GET /springSungjuk/adminDelete.me HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:19:56 +0900] "GET /springSungjuk/admin_menu HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:20:31 +0900] "GET /springSungjuk/adminDelete.me HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:20:31 +0900] "GET /springSungjuk/admin_menu.me HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:20:59 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 6361
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:21:02 +0900] "GET /springSungjuk/adminDelete.me HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:21:02 +0900] "GET /springSungjuk/admin_menu.me HTTP/1.1" 404 721
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:21:10 +0900] "GET /springSungjuk/adminDelete.me HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:21:10 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 6361
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:27:27 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 6428
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:27:41 +0900] "GET /springSungjuk/adminDelete.me?hakbun=300 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:27:41 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5796
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:28:44 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5796
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:28:49 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5796
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:28:50 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5796
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:47:14 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5808
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:47:22 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 4548
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:51:27 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 4548
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:54:17 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 4548
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:54:32 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5808
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:54:34 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 4548
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:55:23 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 4951
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:56:38 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 3760
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:56:42 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 3760
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:56:43 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 3760
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:58:21 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 3760
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:58:22 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 3760
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:58:23 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 3760
0:0:0:0:0:0:0:1 - - [29/Nov/2020:19:58:33 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 3760
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:00:27 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 3760
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:00:29 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 500 3760
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:00:41 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 200 3637
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:01:23 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 200 3637
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:01:34 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 200 3637
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:01:55 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 200 3637
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:02:08 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 200 3637
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:02:23 +0900] "GET /springSungjuk/login.me HTTP/1.1" 200 2522
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:02:43 +0900] "POST /springSungjuk/loginProcess.me HTTP/1.1" 200 1374
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:02:46 +0900] "GET /springSungjuk/member_sungjuk.me HTTP/1.1" 200 3009
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:04 +0900] "POST /springSungjuk/loginProcess.me HTTP/1.1" 200 1294
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:06 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5808
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:09 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=111&irum=guten HTTP/1.1" 200 2996
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:15 +0900] "GET /springSungjuk/adminSelect.me?hakbun=111&irum=guten HTTP/1.1" 200 2681
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:19 +0900] "GET /springSungjuk/adminSelect.me?hakbun=2015&irum=lee HTTP/1.1" 200 3000
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:22 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=111&irum=guten HTTP/1.1" 200 2996
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:27 +0900] "GET /springSungjuk/sungjukProcess.me?hakbun=111&kor=90&eng=89&math=100 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:27 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5808
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:30 +0900] "GET /springSungjuk/adminSelect.me?hakbun=111&irum=guten HTTP/1.1" 200 2997
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:32 +0900] "GET /springSungjuk/adminSelect.me?hakbun=123&irum=messi HTTP/1.1" 200 3009
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:34 +0900] "GET /springSungjuk/adminSelect.me?hakbun=3001&irum=ronaldo HTTP/1.1" 200 2682
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:36 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=3001&irum=ronaldo HTTP/1.1" 200 3000
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:42 +0900] "GET /springSungjuk/sungjukProcess.me?hakbun=3001&kor=85&eng=89&math=100 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:42 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5808
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:44 +0900] "GET /springSungjuk/adminSelect.me?hakbun=77&irum=park HTTP/1.1" 200 2997
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:46 +0900] "GET /springSungjuk/adminSelect.me?hakbun=3001&irum=ronaldo HTTP/1.1" 200 3014
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:03:48 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=3001&irum=ronaldo HTTP/1.1" 200 3000
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:04:06 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=2015&irum=lee HTTP/1.1" 200 2996
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:04:50 +0900] "GET /springSungjuk/sungjukForm.me?hakbun=2015&irum=lee HTTP/1.1" 200 2997
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:04:57 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 200 4272
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:05:13 +0900] "GET /springSungjuk/adminDelete.me?hakbun=77 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:05:13 +0900] "GET /springSungjuk/adminMenu.me HTTP/1.1" 200 5193
0:0:0:0:0:0:0:1 - - [29/Nov/2020:20:05:14 +0900] "GET /springSungjuk/selectAll.me HTTP/1.1" 200 3955
